0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	0.00000E+00 	
6.47956E-07 	7.53407E-07 	8.13795E-07 	8.50964E-07 	8.78467E-07 	9.03021E-07 	9.19205E-07 	9.24703E-07 	9.24463E-07 	9.20986E-07 	9.04279E-07 	8.70968E-07 	8.14433E-07 	7.24434E-07 	5.27527E-07 	
1.28336E-06 	1.51639E-06 	1.64150E-06 	1.71461E-06 	1.76699E-06 	1.82135E-06 	1.85579E-06 	1.86589E-06 	1.87032E-06 	1.86589E-06 	1.83105E-06 	1.76215E-06 	1.64198E-06 	1.46483E-06 	1.05352E-06 	
1.73824E-06 	2.09402E-06 	2.27542E-06 	2.38087E-06 	2.45578E-06 	2.53995E-06 	2.57843E-06 	2.59969E-06 	2.60432E-06 	2.60178E-06 	2.54670E-06 	2.45154E-06 	2.28650E-06 	2.03351E-06 	1.43838E-06 	
2.13921E-06 	2.61754E-06 	2.86271E-06 	3.00739E-06 	3.10468E-06 	3.20086E-06 	3.25817E-06 	3.29804E-06 	3.28796E-06 	3.30011E-06 	3.21487E-06 	3.09727E-06 	2.89168E-06 	2.56898E-06 	1.78881E-06 	
2.44795E-06 	3.04642E-06 	3.33954E-06 	3.51154E-06 	3.66105E-06 	3.76214E-06 	3.83972E-06 	3.86458E-06 	3.85175E-06 	3.89139E-06 	3.78361E-06 	3.63803E-06 	3.39402E-06 	3.01747E-06 	2.06999E-06 	
2.76791E-06 	3.49740E-06 	3.84198E-06 	4.07067E-06 	4.22352E-06 	4.34496E-06 	4.44292E-06 	4.47835E-06 	4.45576E-06 	4.49480E-06 	4.38595E-06 	4.20339E-06 	3.92848E-06 	3.47529E-06 	2.37889E-06 	
3.04763E-06 	3.90024E-06 	4.32470E-06 	4.57288E-06 	4.75605E-06 	4.87872E-06 	5.03261E-06 	5.05295E-06 	5.00383E-06 	5.06451E-06 	4.94302E-06 	4.70861E-06 	4.43198E-06 	3.87501E-06 	2.66546E-06 	
3.32494E-06 	4.31138E-06 	4.84328E-06 	5.11976E-06 	5.33084E-06 	5.46744E-06 	5.65863E-06 	5.67976E-06 	5.64997E-06 	5.66989E-06 	5.52563E-06 	5.24595E-06 	4.94862E-06 	4.29349E-06 	2.93818E-06 	
3.49367E-06 	4.58219E-06 	5.12665E-06 	5.43680E-06 	5.71898E-06 	5.84217E-06 	6.05637E-06 	6.07285E-06 	6.00442E-06 	6.09289E-06 	5.89569E-06 	5.58304E-06 	5.31616E-06 	4.59227E-06 	3.10815E-06 	
3.74167E-06 	4.92866E-06 	5.57578E-06 	5.91379E-06 	6.26565E-06 	6.39272E-06 	6.61140E-06 	6.65449E-06 	6.60001E-06 	6.60072E-06 	6.42340E-06 	6.09898E-06 	5.76056E-06 	4.99722E-06 	3.35924E-06 	
3.96176E-06 	5.25541E-06 	6.01699E-06 	6.37505E-06 	6.74391E-06 	6.93215E-06 	7.13847E-06 	7.20584E-06 	7.11047E-06 	7.13697E-06 	6.95424E-06 	6.60149E-06 	6.18403E-06 	5.37261E-06 	3.60986E-06 	
4.15539E-06 	5.54426E-06 	6.42986E-06 	6.76956E-06 	7.18720E-06 	7.40387E-06 	7.63051E-06 	7.71302E-06 	7.58824E-06 	7.62088E-06 	7.42621E-06 	7.08283E-06 	6.56888E-06 	5.68923E-06 	3.83679E-06 	
4.36591E-06 	5.80664E-06 	6.82134E-06 	7.13246E-06 	7.61440E-06 	7.87348E-06 	8.09977E-06 	8.16390E-06 	8.05096E-06 	8.05921E-06 	7.82629E-06 	7.55957E-06 	6.94260E-06 	6.00903E-06 	4.02676E-06 	
4.52686E-06 	6.14807E-06 	7.26143E-06 	7.56174E-06 	8.00715E-06 	8.39990E-06 	8.57505E-06 	8.68898E-06 	8.58590E-06 	8.52844E-06 	8.32566E-06 	8.06264E-06 	7.32174E-06 	6.35594E-06 	4.27032E-06 	
4.82941E-06 	6.50531E-06 	7.69730E-06 	8.09221E-06 	8.54486E-06 	8.91100E-06 	9.20281E-06 	9.24966E-06 	9.14936E-06 	9.14230E-06 	8.83898E-06 	8.54152E-06 	7.75755E-06 	6.79365E-06 	4.55284E-06 	
5.02260E-06 	6.88075E-06 	8.09389E-06 	8.42587E-06 	8.91632E-06 	9.44654E-06 	9.67656E-06 	9.73679E-06 	9.61504E-06 	9.58510E-06 	9.27465E-06 	8.97032E-06 	8.16867E-06 	7.16645E-06 	4.72156E-06 	
5.07720E-06 	6.91407E-06 	8.14201E-06 	8.51164E-06 	9.03617E-06 	9.51662E-06 	9.69200E-06 	9.81211E-06 	9.72592E-06 	9.60632E-06 	9.39134E-06 	8.99682E-06 	8.26388E-06 	7.13055E-06 	4.76481E-06 	
5.28493E-06 	7.33151E-06 	8.74882E-06 	9.11081E-06 	9.65716E-06 	1.00538E-05 	1.03953E-05 	1.05020E-05 	1.03664E-05 	1.02439E-05 	1.00732E-05 	9.62936E-06 	8.83054E-06 	7.58867E-06 	5.04254E-06 	
5.62547E-06 	7.86663E-06 	9.38017E-06 	9.77615E-06 	1.03625E-05 	1.07659E-05 	1.11616E-05 	1.12334E-05 	1.12089E-05 	1.10356E-05 	1.07711E-05 	1.02718E-05 	9.46030E-06 	8.13556E-06 	5.37983E-06 	
5.48640E-06 	7.69569E-06 	9.13125E-06 	9.52926E-06 	1.01497E-05 	1.05260E-05 	1.08730E-05 	1.08579E-05 	1.09612E-05 	1.07807E-05 	1.05766E-05 	1.00445E-05 	9.17936E-06 	7.91723E-06 	5.24407E-06 	
6.10089E-06 	8.52610E-06 	1.00513E-05 	1.05204E-05 	1.13040E-05 	1.17678E-05 	1.21602E-05 	1.19477E-05 	1.23029E-05 	1.19908E-05 	1.17872E-05 	1.11398E-05 	1.02563E-05 	8.85140E-06 	5.83286E-06 	
5.95161E-06 	8.19797E-06 	9.78831E-06 	1.01077E-05 	1.08915E-05 	1.13679E-05 	1.18412E-05 	1.15383E-05 	1.18194E-05 	1.16453E-05 	1.14088E-05 	1.06805E-05 	9.93994E-06 	8.44031E-06 	5.61581E-06 	
6.47409E-06 	9.09762E-06 	1.06520E-05 	1.11159E-05 	1.18846E-05 	1.25438E-05 	1.31118E-05 	1.26520E-05 	1.31114E-05 	1.28227E-05 	1.26140E-05 	1.17664E-05 	1.08209E-05 	9.36627E-06 	6.23485E-06 	
6.27887E-06 	8.83608E-06 	1.02525E-05 	1.10059E-05 	1.16435E-05 	1.21873E-05 	1.25859E-05 	1.23764E-05 	1.26559E-05 	1.24215E-05 	1.22176E-05 	1.14585E-05 	1.05607E-05 	9.10724E-06 	6.05647E-06 	
6.94255E-06 	9.72390E-06 	1.12613E-05 	1.21145E-05 	1.27459E-05 	1.33855E-05 	1.38794E-05 	1.35440E-05 	1.40294E-05 	1.36178E-05 	1.36160E-05 	1.25532E-05 	1.16065E-05 	1.00553E-05 	6.74531E-06 	
6.57411E-06 	9.21794E-06 	1.07699E-05 	1.15007E-05 	1.21085E-05 	1.27777E-05 	1.33586E-05 	1.27865E-05 	1.33826E-05 	1.28848E-05 	1.28573E-05 	1.18586E-05 	1.10175E-05 	9.52741E-06 	6.39825E-06 	
7.37481E-06 	1.03652E-05 	1.21829E-05 	1.28991E-05 	1.36956E-05 	1.44223E-05 	1.50184E-05 	1.43354E-05 	1.49799E-05 	1.45848E-05 	1.43853E-05 	1.32693E-05 	1.23582E-05 	1.05870E-05 	7.15741E-06 	
6.86984E-06 	9.71270E-06 	1.12982E-05 	1.20803E-05 	1.26713E-05 	1.34572E-05 	1.37709E-05 	1.36227E-05 	1.38742E-05 	1.36001E-05 	1.35578E-05 	1.24587E-05 	1.14729E-05 	9.90153E-06 	6.68506E-06 	
7.70323E-06 	1.09042E-05 	1.24910E-05 	1.33638E-05 	1.41086E-05 	1.48937E-05 	1.53597E-05 	1.52469E-05 	1.55179E-05 	1.51915E-05 	1.49835E-05 	1.40208E-05 	1.28274E-05 	1.10564E-05 	7.48211E-06 	
